geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
14033,-21.18268997,-47.71718173,sao paulo,SP
14072,-21.08846323,-47.79866424,sao paulo,SP
14097,-21.20935567,-47.75455124,sao paulo,SP
14073,-21.09539169,-47.78498874,sao paulo,SP
14001,-21.17605528,-47.81101201,sao paulo,SP
14032,-21.18444992,-47.8901469,sao paulo,SP
14164,-21.12036818,-47.99377799,sao paulo,SP
14166,-21.12954989,-47.97764683,sao paulo,SP
14160,-21.13146389,-47.99596776,sao paulo,SP
14150,-21.21594897,-47.59002512,sao paulo,SP
14177,-21.12270566,-48.01358873,sao paulo,SP
14180,-21.03378129,-48.03218753,sao paulo,SP
14161,-21.12261645,-47.99895697,sao paulo,SP
14140,-21.33657674,-47.74963189,sao paulo,SP
14110,-21.18594458,-47.81498292,sao paulo,SP
14176,-21.1515845,-48.01559217,sao paulo,SP
14171,-21.15333121,-47.98975813,sao paulo,SP
14179,-21.07480617,-47.89892761,sao paulo,SP
14115,-21.49530743,-48.03684008,sao paulo,SP
14165,-21.11122797,-47.9889747,sao paulo,SP
14170,-21.13601479,-47.99968295,sao paulo,SP
14178,-21.11877846,-48.02211027,sao paulo,SP
14120,-21.238975,-47.9712611,sao paulo,SP
14169,-21.13981033,-47.9762167,sao paulo,SP
14175,-21.13818674,-48.01370949,sao paulo,SP
14173,-21.16377219,-47.98329545,sao paulo,SP
14141,-21.34307744,-47.72849296,sao paulo,SP
14185,-20.89901844,-47.98807405,sao paulo,SP
14151,-21.19755834,-47.59524633,sao paulo,SP
14240,-21.27267263,-47.30592892,sao paulo,SP
14210,-21.55397791,-47.70050115,sao paulo,SP
14200,-21.47587506,-47.55665095,sao paulo,SP
14270,-21.49206275,-47.38142757,sao paulo,SP
14230,-21.31363349,-47.56361877,sao paulo,SP
14260,-21.2821857,-47.17022899,sao paulo,SP
14250,-21.291066,-47.42532675,sao paulo,SP
14220,-21.23845784,-47.79056497,sao paulo,SP
14390,-21.09283287,-47.14945507,sao paulo,SP
14340,-20.98496874,-47.66278992,sao paulo,SP
14305,-20.88373048,-47.57430515,sao paulo,SP
14300,-20.88617469,-47.59434114,sao paulo,SP
14350,-21.01709645,-47.38948763,sao paulo,SP
14312,-20.91646835,-47.57421677,sao paulo,SP
14315,-20.90094933,-47.58906832,sao paulo,SP
14307,-20.89929861,-47.57950784,sao paulo,SP
14400,-20.53193451,-47.39944671,sao paulo,SP
14407,-20.502342,-47.4215895,sao paulo,SP
14450,-20.30991753,-47.59383883,sao paulo,SP
14409,-20.5098975,-47.3978655,sao paulo,SP
14405,-20.50679363,-47.40773764,sao paulo,SP
14490,-20.08001891,-47.42292592,sao paulo,SP
14408,-20.50771227,-47.4403673,sao paulo,SP
14412,-20.5642395,-47.3550705,sao paulo,SP
14403,-20.5482278,-47.39589706,sao paulo,SP
14406,-20.531152,-47.43366787,sao paulo,SP
14440,-20.59032404,-47.63948696,sao paulo,SP
14401,-20.53067108,-47.39851932,sao paulo,SP
14402,-20.52512194,-47.35986352,sao paulo,SP
14404,-20.57107411,-47.39074662,sao paulo,SP
14460,-20.40278111,-47.41854743,sao paulo,SP
14415,-20.6431237,-47.28157537,sao paulo,SP
14470,-20.25024328,-47.47871793,sao paulo,SP
14420,-20.63910806,-47.21546859,sao paulo,SP
14445,-20.46242101,-47.58707544,sao paulo,SP
14430,-20.60200083,-47.48367014,sao paulo,SP
14410,-20.50282618,-47.37098668,sao paulo,SP
14540,-20.04105376,-47.75366752,sao paulo,SP
14500,-20.31732101,-47.78078066,sao paulo,SP
14530,-20.18944099,-48.02461316,sao paulo,SP
14550,-20.0845266,-47.79314081,sao paulo,SP
14570,-20.19583528,-47.70816483,sao paulo,SP
14580,-20.43399043,-47.81416224,sao paulo,SP
14505,-20.24625944,-47.87218322,sao paulo,SP
14590,-23.5255947,-46.54829611,sao paulo,SP
14610,-20.43102421,-48.01701484,sao paulo,SP
14600,-20.58117744,-47.85893126,sao paulo,SP
14640,-20.73906888,-48.06389923,sao paulo,SP
14620,-20.71749603,-47.87691029,sao paulo,SP
14680,-21.02656251,-47.78329415,sao paulo,SP
14660,-20.76161268,-47.84438278,sao paulo,SP
14670,-20.72868012,-47.74940802,sao paulo,SP
14690,-21.06367701,-47.74377483,sao paulo,SP
14783,-20.57622134,-48.57792225,sao paulo,SP
14786,-20.55063116,-48.60122983,sao paulo,SP
14780,-20.5535218,-48.57715927,sao paulo,SP
14700,-21.01874824,-48.64859357,sao paulo,SP
14784,-20.58223091,-48.5571977,sao paulo,SP
14706,-20.94430215,-48.50429911,sao paulo,SP
14711,-20.93364583,-48.4719165,sao paulo,SP
14708,-20.92906365,-48.49522308,sao paulo,SP
14740,-20.87672841,-48.29557205,sao paulo,SP
14790,-20.32575857,-48.31954336,sao paulo,SP
14795,-20.17929184,-48.68576624,sao paulo,SP
14709,-20.92862389,-48.4929964,sao paulo,SP
14781,-20.53422102,-48.56356843,sao paulo,SP
14701,-20.94532772,-48.48643976,sao paulo,SP
14720,-21.11425474,-48.44208271,sao paulo,SP
14750,-21.0109863,-48.20869881,sao paulo,SP
14730,-20.90967045,-48.63424473,sao paulo,SP
14770,-20.72412773,-48.52733121,sao paulo,SP
14735,-20.81327575,-48.80426017,sao paulo,SP
14710,-20.92963427,-48.47149876,sao paulo,SP
14725,-21.14340904,-48.51518374,sao paulo,SP
14702,-20.9684372,-48.47296839,sao paulo,SP
14745,-20.79080505,-48.33154601,sao paulo,SP
14760,-21.00146266,-48.33171325,sao paulo,SP
14775,-20.68783877,-48.41546621,sao paulo,SP
14707,-20.93167952,-48.5049453,sao paulo,SP
14785,-20.5739125,-48.58684851,sao paulo,SP
14718,-20.99772552,-48.54676718,sao paulo,SP
14765,-21.07326386,-48.41001812,sao paulo,SP
14787,-20.54902093,-48.58978991,sao paulo,SP
14704,-20.96200456,-48.48983785,sao paulo,SP
14716,-21.01533224,-48.64487086,sao paulo,SP
14715,-21.05248426,-48.47652733,sao paulo,SP
14733,-20.90566628,-48.64331355,sao paulo,SP
14789,-20.61491238,-48.76359026,sao paulo,SP
14713,-20.92302959,-48.45576868,sao paulo,SP
14810,-21.77892659,-48.15890478,sao paulo,SP
14801,-21.78736044,-48.19339829,sao paulo,SP
14813,-21.83832961,-48.49030487,sao paulo,SP
14875,-21.2514557,-48.34734672,sao paulo,SP
14825,-21.68463581,-48.08419381,sao paulo,SP
14870,-21.25333998,-48.32841354,sao paulo,SP
14860,-21.18236007,-48.15822671,sao paulo,SP
14804,-21.76819771,-48.20274086,sao paulo,SP
14802,-21.7608061,-48.17228519,sao paulo,SP
14876,-21.2392606,-48.34169196,sao paulo,SP
14882,-21.250593,-48.3176205,sao paulo,SP
14815,-21.95547253,-48.00621945,sao paulo,SP
14811,-21.78229748,-48.14919212,sao paulo,SP
14807,-21.80108206,-48.14836891,sao paulo,SP
14803,-21.804786,-48.20301843,sao paulo,SP
14890,-21.26669521,-48.31582144,sao paulo,SP
14808,-21.81269803,-48.15183967,sao paulo,SP
14883,-21.24520619,-48.30873765,sao paulo,SP
14887,-21.25861227,-48.31219264,sao paulo,SP
14805,-21.74555234,-48.19752026,sao paulo,SP
14820,-21.73266612,-48.11197117,sao paulo,SP
14830,-21.58800868,-48.07150793,sao paulo,SP
14800,-21.80811878,-48.17662303,sao paulo,SP
14806,-21.75910442,-48.16642293,sao paulo,SP
14840,-21.3623577,-48.2329757,sao paulo,SP
14850,-21.36757068,-48.06270443,sao paulo,SP
14871,-21.26560558,-48.33101721,sao paulo,SP
14896,-21.28889263,-48.26393854,sao paulo,SP
14835,-21.50948299,-48.15213081,sao paulo,SP
14892,-21.16489006,-48.37745769,sao paulo,SP
14809,-21.74219193,-48.15205174,sao paulo,SP
14884,-21.2357632,-48.24141576,sao paulo,SP
14940,-21.76647685,-48.83154738,sao paulo,SP
14900,-21.59119808,-48.81835066,sao paulo,SP
14960,-21.46284342,-49.21918836,sao paulo,SP
14910,-21.72886646,-48.68881488,sao paulo,SP
14920,-21.78696677,-48.57060381,sao paulo,SP
14990,-21.28074444,-49.4094162,sao paulo,SP
14904,-21.51672114,-48.68997645,sao paulo,SP
14955,-21.61505959,-49.07494304,sao paulo,SP
14930,-21.9980552,-48.38377561,sao paulo,SP
14980,-21.33980314,-49.49546184,sao paulo,SP
14935,-22.04009712,-48.33544816,sao paulo,SP
14907,-21.44805214,-48.78723054,sao paulo,SP
14915,-20.882942,-47.57213362,sao paulo,SP
15041,-20.79622202,-49.42402036,sao paulo,SP
15015,-20.81842803,-49.39248777,sao paulo,SP
15051,-20.89887672,-49.36613976,sao paulo,SP
15025,-20.80243626,-49.39562407,sao paulo,SP
15042,-20.79297092,-49.42768125,sao paulo,SP
15047,-20.76042182,-49.39535325,sao paulo,SP
15057,-20.79528951,-49.33344546,sao paulo,SP
15085,-20.83841198,-49.38082797,sao paulo,SP
15053,-20.77666689,-49.36287357,sao paulo,SP
15076,-20.83023261,-49.35777544,sao paulo,SP
15077,-20.85908261,-49.33576094,sao paulo,SP
15050,-20.78207885,-49.3719992,sao paulo,SP
15010,-20.81357059,-49.37830262,sao paulo,SP
15046,-20.77693394,-49.38713234,sao paulo,SP
15091,-20.84374681,-49.40256818,sao paulo,SP
15061,-20.79913352,-49.3565457,sao paulo,SP
15043,-20.78424,-49.40713125,sao paulo,SP
15045,-20.77326444,-49.38559202,sao paulo,SP
15092,-20.8368162,-49.41485169,sao paulo,SP
15090,-20.83010694,-49.39238425,sao paulo,SP
15060,-20.79920541,-49.36252443,sao paulo,SP
15056,-20.77506553,-49.34827766,sao paulo,SP
15014,-20.81734497,-49.38133679,sao paulo,SP
15075,-20.82418211,-49.35083473,sao paulo,SP
15062,-20.83239198,-49.33780073,sao paulo,SP
15081,-20.8438012,-49.36891119,sao paulo,SP
15054,-20.78099532,-49.3542479,sao paulo,SP
15070,-20.81701719,-49.36425413,sao paulo,SP
15055,-20.79396659,-49.3639251,sao paulo,SP
15030,-20.7907584,-49.38146792,sao paulo,SP
15013,-20.81863651,-49.36992584,sao paulo,SP
15084,-20.83181112,-49.38103612,sao paulo,SP
15082,-20.87631301,-49.34261582,sao paulo,SP
15093,-20.85245158,-49.4191454,sao paulo,SP
15040,-20.79991149,-49.41898406,sao paulo,SP
15080,-20.83331111,-49.36862869,sao paulo,SP
15035,-20.80693143,-49.40957726,sao paulo,SP
15020,-20.82171143,-49.40135735,sao paulo,SP
15044,-20.78235381,-49.40839703,sao paulo,SP
15086,-20.84877054,-49.38347792,sao paulo,SP
15063,-20.81444568,-49.33921252,sao paulo,SP
15052,-20.76204414,-49.3612567,sao paulo,SP
15038,-20.87727981,-49.41860281,sao paulo,SP
15048,-20.81415187,-49.53040235,sao paulo,SP
15064,-20.78797874,-49.28603407,sao paulo,SP
15130,-20.80606835,-49.50314249,sao paulo,SP
15104,-20.8671237,-49.31330334,sao paulo,SP
15150,-20.76790058,-49.71138311,sao paulo,SP
15170,-20.6197869,-49.6482032,sao paulo,SP
15120,-20.85201541,-49.62254267,sao paulo,SP
15155,-20.88960083,-49.57165655,sao paulo,SP
15115,-20.92452224,-49.45780155,sao paulo,SP
15180,-20.65428097,-49.91956275,sao paulo,SP
15110,-20.78834931,-49.22697732,sao paulo,SP
15190,-20.6913812,-50.04237071,sao paulo,SP
15137,-20.82650962,-49.49059547,sao paulo,SP
15140,-20.73610517,-49.58069124,sao paulo,SP
15105,-21.0405466,-49.37584154,sao paulo,SP
15160,-20.78794302,-49.81711966,sao paulo,SP
15102,-20.70897998,-49.29509184,sao paulo,SP
15145,-20.5701154,-49.47117233,sao paulo,SP
15108,-20.664463,-49.38853504,sao paulo,SP
15154,-20.68284257,-49.68956621,sao paulo,SP
15133,-20.80688638,-49.49794452,sao paulo,SP
15195,-20.68842686,-50.05102479,sao paulo,SP
15138,-20.82624538,-49.4972667,sao paulo,SP
15131,-20.81333484,-49.53041338,sao paulo,SP
15132,-20.80864759,-49.52100391,sao paulo,SP
15135,-20.81263291,-49.50607212,sao paulo,SP
15250,-20.88758556,-49.89437492,sao paulo,SP
15200,-21.05178081,-49.68915444,sao paulo,SP
15290,-21.06917006,-50.14388889,sao paulo,SP
15280,-20.9508971,-50.1087494,sao paulo,SP
15270,-20.79947775,-49.96617565,sao paulo,SP
15220,-21.18465376,-49.58394845,sao paulo,SP
15240,-20.91498066,-49.77480922,sao paulo,SP
15230,-21.23411903,-49.64034644,sao paulo,SP
15275,-20.8519076,-50.08938803,sao paulo,SP
15260,-21.03015419,-49.92685902,sao paulo,SP
15265,-21.05135504,-50.05189195,sao paulo,SP
15225,-21.17091043,-49.71684468,sao paulo,SP
15210,-21.0169665,-49.50545175,sao paulo,SP
15215,-22.4356384,-46.82166987,sao paulo,SP
15285,-20.96703644,-50.22630922,sao paulo,SP
15370,-20.64334287,-51.10931318,sao paulo,SP
15385,-20.42236615,-51.3374386,sao paulo,SP
15390,-20.64056223,-51.50988006,sao paulo,SP
15300,-20.64559522,-50.35975948,sao paulo,SP
15350,-20.68604093,-50.55347737,sao paulo,SP
15310,-20.64780553,-50.22567197,sao paulo,SP
15320,-20.67639956,-50.15389524,sao paulo,SP
15330,-20.8012051,-50.18918988,sao paulo,SP
15340,-20.85518219,-50.26396746,sao paulo,SP
15315,-20.51360405,-50.35206108,sao paulo,SP
15380,-20.500317,-51.02919,sao paulo,SP
15360,-20.68815369,-50.92019018,sao paulo,SP
15355,-20.65033869,-50.66356003,sao paulo,SP
15313,-20.76525,-50.34205125,sao paulo,SP
15397,-20.64122528,-51.50813873,sao paulo,SP
15367,-23.10624149,-50.37795705,sao paulo,SP
15490,-20.03173613,-49.40197937,sao paulo,SP
15400,-20.73348478,-48.88823835,sao paulo,SP
15495,-19.98396158,-49.67839149,sao paulo,SP
15460,-20.34052339,-49.19599185,sao paulo,SP
15440,-20.53285674,-49.32242325,sao paulo,SP
15470,-20.38991936,-49.43321651,sao paulo,SP
15450,-20.60656386,-49.29743347,sao paulo,SP
15420,-20.50135796,-48.95033163,sao paulo,SP
15480,-20.18908828,-49.3564432,sao paulo,SP
15430,-20.52633615,-49.05857222,sao paulo,SP
15410,-20.88071444,-48.81112051,sao paulo,SP
15425,-20.98339115,-48.83627145,sao paulo,SP
15417,-23.57902739,-46.66582697,sao paulo,SP
15405,-20.68969528,-49.06990056,sao paulo,SP
15520,-20.42115763,-50.08604373,sao paulo,SP
15570,-20.07337071,-49.91260766,sao paulo,SP
15503,-20.39920758,-49.96964021,sao paulo,SP
15530,-20.47783595,-49.77638851,sao paulo,SP
15560,-20.18015043,-49.70419751,sao paulo,SP
15501,-20.43348875,-49.97851439,sao paulo,SP
15502,-20.40560456,-49.99195267,sao paulo,SP
15500,-20.4216639,-49.96336392,sao paulo,SP
15505,-20.42377352,-49.97216653,sao paulo,SP
15550,-20.30044255,-49.73670633,sao paulo,SP
15515,-20.45255491,-49.89261819,sao paulo,SP
15504,-20.41719876,-49.94989151,sao paulo,SP
15545,-26.29441316,-48.82067181,sao paulo,SP
15580,-19.92402269,-50.12244172,sao paulo,SP
15525,-20.30246945,-50.01179821,sao paulo,SP
15540,-20.32057899,-49.90769273,sao paulo,SP
15506,-20.4220665,-49.9991445,sao paulo,SP
15507,-20.40891104,-49.99431084,sao paulo,SP
15600,-20.28599743,-50.26063395,sao paulo,SP
15601,-20.2981126,-50.25331663,sao paulo,SP
15685,-20.00472846,-50.36990918,sao paulo,SP
15625,-20.35657483,-50.17746192,sao paulo,SP
15690,-19.97867045,-50.28945423,sao paulo,SP
15650,-20.28602982,-50.40073964,sao paulo,SP
15680,-20.07773963,-50.34121631,sao paulo,SP
15630,-20.24919694,-50.10921025,sao paulo,SP
15620,-20.14979107,-50.19912791,sao paulo,SP
15640,-20.38711493,-50.37697444,sao paulo,SP
15608,-20.28786265,-50.24325977,sao paulo,SP
15670,-19.94405347,-50.5373882,sao paulo,SP
15603,-20.28401668,-50.24642128,sao paulo,SP
15612,-20.27258246,-50.26742052,sao paulo,SP
15617,-20.27708602,-50.257965,sao paulo,SP
15607,-20.2777954,-50.24470596,sao paulo,SP
15610,-20.27992377,-50.25579886,sao paulo,SP
15604,-20.30231229,-50.2465483,sao paulo,SP
15770,-20.23016674,-50.88638774,sao paulo,SP
15760,-20.24503576,-50.6453207,sao paulo,SP
15707,-20.24226075,-50.55855329,sao paulo,SP
15775,-20.21239309,-50.94147135,sao paulo,SP
15704,-20.2793993,-50.55353156,sao paulo,SP
15720,-20.41820429,-50.76255134,sao paulo,SP
15700,-20.26932873,-50.54852496,sao paulo,SP
15713,-20.19673111,-50.48549876,sao paulo,SP
15703,-20.27199366,-50.54006504,sao paulo,SP
15750,-20.03716082,-50.72697402,sao paulo,SP
15755,-20.0551365,-50.4770895,sao paulo,SP
15765,-20.25181062,-50.79852827,sao paulo,SP
15768,-20.24794198,-50.69015608,sao paulo,SP
15708,-20.26652169,-50.52143141,sao paulo,SP
15735,-20.45070956,-50.88317895,sao paulo,SP
15785,-20.0911077,-50.92999752,sao paulo,SP
15790,-20.17364252,-51.00082322,sao paulo,SP
15715,-20.46530403,-50.60853092,sao paulo,SP
15710,-20.35937127,-50.69750216,sao paulo,SP
15780,-20.14407707,-50.83338033,sao paulo,SP
15706,-20.26739196,-50.55765486,sao paulo,SP
15740,-20.12590809,-50.50965355,sao paulo,SP
15730,-20.43990129,-50.82321222,sao paulo,SP
15745,-20.10263071,-50.59122043,sao paulo,SP
15748,-19.96519507,-50.61950568,sao paulo,SP
15763,-20.16071729,-50.72463058,sao paulo,SP
15718,-20.43820739,-50.5224673,sao paulo,SP
15773,-20.388681,-50.94843586,sao paulo,SP
15830,-21.17860188,-48.89898762,sao paulo,SP
15850,-21.20382225,-49.30084663,sao paulo,SP
15840,-21.31115003,-49.05116142,sao paulo,SP
15800,-21.1419615,-48.9728747,sao paulo,SP
15825,-21.01293427,-48.77078312,sao paulo,SP
15880,-20.95993511,-49.02745632,sao paulo,SP
15801,-21.13720381,-48.98922803,sao paulo,SP
15802,-21.14213136,-48.98902201,sao paulo,SP
15804,-21.11582484,-48.97245538,sao paulo,SP
15870,-21.05217593,-49.05701704,sao paulo,SP
15828,-21.08419365,-48.80973986,sao paulo,SP
15895,-20.91591429,-49.2634904,sao paulo,SP
15806,-21.12968708,-48.95959339,sao paulo,SP
15885,-20.99320173,-48.91650496,sao paulo,SP
15808,-21.14032005,-48.9532227,sao paulo,SP
15810,-21.16270297,-48.97639517,sao paulo,SP
15820,-21.10202697,-48.66381633,sao paulo,SP
15890,-20.94681808,-49.17000666,sao paulo,SP
15803,-21.12684537,-48.98932863,sao paulo,SP
15860,-21.0826702,-49.23320623,sao paulo,SP
15823,-21.17048162,-49.10731867,sao paulo,SP
15807,-21.12300569,-48.94945781,sao paulo,SP
15809,-21.14239419,-48.96688619,sao paulo,SP
15845,-21.25596634,-49.13125192,sao paulo,SP
15805,-21.12727725,-48.96558624,sao paulo,SP
15812,-21.1598213,-48.99543333,sao paulo,SP
15816,-21.15860555,-48.94363868,sao paulo,SP
15813,-21.12022344,-49.03876045,sao paulo,SP
15855,-27.61242031,-48.59428744,sao paulo,SP
15835,-21.25470113,-48.97940817,sao paulo,SP
15811,-21.18301643,-49.00165936,sao paulo,SP
15868,-21.08102635,-49.24164245,sao paulo,SP
15960,-21.19119369,-48.78809693,sao paulo,SP
15991,-21.6232264,-48.35015371,sao paulo,SP
15900,-21.40988101,-48.49689418,sao paulo,SP
15990,-21.60001749,-48.36150674,sao paulo,SP
15997,-21.5887168,-48.36618542,sao paulo,SP
15970,-21.45854505,-48.39013826,sao paulo,SP
15910,-21.25517022,-48.48570187,sao paulo,SP
15950,-21.24607942,-48.80412605,sao paulo,SP
15920,-21.17381047,-48.63200338,sao paulo,SP
15995,-21.60299369,-48.39287998,sao paulo,SP
15953,-23.64671331,-46.73416647,sao paulo,SP
15940,-21.26939795,-48.68728548,sao paulo,SP
15996,-21.58416986,-48.37583053,sao paulo,SP
15915,-22.95408316,-46.53141328,sao paulo,SP
15980,-21.52449445,-48.39189936,sao paulo,SP
15930,-21.32826436,-48.63430979,sao paulo,SP
15945,-21.17250512,-47.83007176,sao paulo,SP
15999,-21.55063142,-48.53124624,sao paulo,SP
15993,-21.62092657,-48.37110369,sao paulo,SP
15903,-21.42267086,-48.5212119,sao paulo,SP
15905,-21.40372075,-48.49869815,sao paulo,SP
16072,-21.2041084,-50.45286394,sao paulo,SP
16071,-21.20442403,-50.47034878,sao paulo,SP
16015,-21.22011082,-50.43765463,sao paulo,SP
16013,-21.223505,-50.42381023,sao paulo,SP
16018,-21.2252853,-50.43628368,sao paulo,SP
16021,-21.22597639,-50.4598342,sao paulo,SP
16020,-21.22720393,-50.44413619,sao paulo,SP
16010,-21.21285039,-50.44858921,sao paulo,SP
16057,-21.16768557,-50.44867684,sao paulo,SP
16056,-21.18400698,-50.42609801,sao paulo,SP
16025,-21.21105629,-50.46139197,sao paulo,SP
16076,-21.18360661,-50.48559109,sao paulo,SP
16026,-21.21810778,-50.46548105,sao paulo,SP
16052,-21.17488411,-50.44701325,sao paulo,SP
16050,-21.18803252,-50.44254258,sao paulo,SP
16080,-21.14657514,-50.46475458,sao paulo,SP
16074,-21.19819053,-50.45330794,sao paulo,SP
16022,-21.23501515,-50.46798178,sao paulo,SP
16055,-21.19252296,-50.43193809,sao paulo,SP
16012,-21.21832155,-50.40036235,sao paulo,SP
16075,-21.18195958,-50.45781334,sao paulo,SP
16011,-21.21094796,-50.42699213,sao paulo,SP
16070,-21.19467382,-50.48212902,sao paulo,SP
16058,-21.16419894,-50.46093356,sao paulo,SP
16023,-21.23354458,-50.46613426,sao paulo,SP
16087,-21.20289946,-50.43200533,sao paulo,SP
16016,-21.23521272,-50.4253456,sao paulo,SP
16078,-21.17300133,-50.46727085,sao paulo,SP
16067,-21.1781673,-50.45148103,sao paulo,SP
16130,-20.93551873,-50.49691826,sao paulo,SP
16204,-21.30207125,-50.34447517,sao paulo,SP
16230,-21.58764497,-50.59794848,sao paulo,SP
16200,-21.3017057,-50.33198634,sao paulo,SP
16201,-21.27994142,-50.3360085,sao paulo,SP
16210,-21.4018689,-50.46893418,sao paulo,SP
16203,-21.29027863,-50.33454275,sao paulo,SP
16250,-21.55773796,-50.4390358,sao paulo,SP
16220,-21.52877642,-50.55246497,sao paulo,SP
16270,-21.37857891,-50.20905984,sao paulo,SP
16290,-21.50056437,-50.31810973,sao paulo,SP
16206,-21.28369966,-50.30929756,sao paulo,SP
16260,-21.35244293,-50.28482298,sao paulo,SP
16202,-21.28161328,-50.31011731,sao paulo,SP
16240,-21.6339615,-50.49359775,sao paulo,SP
16207,-21.3033229,-50.37641274,sao paulo,SP
16265,-21.1670947,-50.18570811,sao paulo,SP
16205,-21.307755,-50.36599221,sao paulo,SP
16280,-21.38492982,-50.21098097,sao paulo,SP
16208,-21.24488368,-50.32219195,sao paulo,SP
16303,-21.42882443,-50.07173982,sao paulo,SP
16306,-21.41273568,-50.09329856,sao paulo,SP
16308,-21.40544143,-50.08647465,sao paulo,SP
16300,-21.43085926,-50.08987579,sao paulo,SP
16305,-21.43087354,-50.08689271,sao paulo,SP
16370,-21.53343094,-49.85453805,sao paulo,SP
16340,-21.67561017,-50.32717939,sao paulo,SP
16301,-21.42657005,-50.06791761,sao paulo,SP
16360,-21.45718696,-49.93831891,sao paulo,SP
16310,-21.58326328,-50.16737018,sao paulo,SP
16304,-21.44212438,-50.07351409,sao paulo,SP
16350,-21.26891129,-49.94872218,sao paulo,SP
16309,-21.40012161,-50.07910361,sao paulo,SP
16400,-21.67955763,-49.76205252,sao paulo,SP
16401,-21.65973244,-49.74181838,sao paulo,SP
16403,-21.69704843,-49.74643925,sao paulo,SP
16402,-21.67479449,-49.73775082,sao paulo,SP
16430,-21.61935176,-49.79754958,sao paulo,SP
16440,-21.45784672,-49.57925443,sao paulo,SP
16450,-21.7979082,-49.93740098,sao paulo,SP
16480,-21.913156,-49.90005861,sao paulo,SP
16404,-21.67713355,-49.74280027,sao paulo,SP
16406,-21.65843862,-49.76539041,sao paulo,SP
16500,-21.808017,-49.6206495,sao paulo,SP
16570,-21.8929175,-49.58819747,sao paulo,SP
16510,-22.27641683,-51.48329407,sao paulo,SP
16670,-22.09518443,-49.43990375,sao paulo,SP
16660,-21.73513088,-49.35838994,sao paulo,SP
16680,-22.16077026,-49.33169575,sao paulo,SP
16600,-21.99122767,-49.44989641,sao paulo,SP
16650,-21.78218303,-49.28337697,sao paulo,SP
16640,-21.90458849,-49.36042825,sao paulo,SP
16700,-21.26775383,-50.6506876,sao paulo,SP
16750,-21.29922925,-50.7285469,sao paulo,SP
16790,-21.27072622,-50.81072236,sao paulo,SP
16800,-21.13153449,-51.10568265,sao paulo,SP
16880,-21.22420571,-50.87659435,sao paulo,SP
16850,-21.16049217,-51.04088403,sao paulo,SP
16830,-23.49502295,-46.80114289,sao paulo,SP
16900,-20.91326006,-51.37206781,sao paulo,SP
16901,-20.89975131,-51.36595622,sao paulo,SP
16903,-20.90553365,-51.39691991,sao paulo,SP
16920,-20.87096638,-51.49284483,sao paulo,SP
16980,-21.03946776,-51.20923317,sao paulo,SP
16902,-20.91040334,-51.36307987,sao paulo,SP
16950,-20.99478995,-51.27934659,sao paulo,SP
16940,-21.10809625,-51.49413193,sao paulo,SP
16905,-20.8849005,-51.367473,sao paulo,SP
17030,-22.32799873,-49.0446413,sao paulo,SP
17025,-22.30471983,-49.05868865,sao paulo,SP
17010,-22.32207953,-49.07431565,sao paulo,SP
17017,-22.35337988,-49.05238434,sao paulo,SP
17014,-22.3312275,-49.0759785,sao paulo,SP
17047,-22.33259929,-49.04438117,sao paulo,SP
17015,-22.32893156,-49.07560106,sao paulo,SP
17022,-22.27750407,-49.07201463,sao paulo,SP
17055,-22.34327845,-49.11024616,sao paulo,SP
17013,-22.32408404,-49.05959852,sao paulo,SP
17020,-22.3091534,-49.06667944,sao paulo,SP
17012,-22.33242576,-49.06078975,sao paulo,SP
17034,-22.30563968,-49.02685106,sao paulo,SP
17018,-22.35973743,-49.05231525,sao paulo,SP
17050,-22.32155745,-49.09933619,sao paulo,SP
17063,-22.3133949,-49.09495194,sao paulo,SP
17054,-22.34727463,-49.0914678,sao paulo,SP
17021,-22.30039034,-49.07933682,sao paulo,SP
17057,-22.32638376,-49.13751208,sao paulo,SP
17026,-22.29646924,-49.03471065,sao paulo,SP
17032,-22.32817929,-49.02886625,sao paulo,SP
17031,-22.32467468,-49.02453793,sao paulo,SP
17033,-22.33761414,-49.02889557,sao paulo,SP
17051,-22.33137826,-49.0967755,sao paulo,SP
17016,-22.33998967,-49.0681097,sao paulo,SP
17053,-22.35452026,-49.07236764,sao paulo,SP
17067,-22.31674925,-49.10450732,sao paulo,SP
17011,-22.33464565,-49.0535053,sao paulo,SP
17052,-22.333806,-49.0911435,sao paulo,SP
17024,-22.29554858,-49.06961927,sao paulo,SP
17066,-22.30373845,-49.11089158,sao paulo,SP
17060,-22.31666804,-49.08174393,sao paulo,SP
17065,-22.31732251,-49.11045345,sao paulo,SP
17037,-22.33314001,-48.95811172,sao paulo,SP
17035,-22.3207675,-49.01133191,sao paulo,SP
17064,-22.34920674,-49.04109342,sao paulo,SP
17039,-22.30496289,-49.00630582,sao paulo,SP
17027,-22.29280332,-49.03189238,sao paulo,SP
17056,-22.35312246,-49.09813962,sao paulo,SP
17048,-22.36874021,-49.02473228,sao paulo,SP
17023,-22.28112376,-49.05527664,sao paulo,SP
17160,-22.03232479,-48.90920501,sao paulo,SP
17120,-22.45244285,-48.9897714,sao paulo,SP
17180,-21.89516953,-49.02618297,sao paulo,SP
17190,-21.8868043,-49.22190904,sao paulo,SP
17132,-22.4676478,-48.98338748,sao paulo,SP
